order_id,order_date,channel,sku_id,sku_name,category,quantity,revenue,cost_price,total_cost,fee_rate,platform_fee,net_profit,net_margin_pct
ORD00400,2026-06-23,Zalo/Fanpage,SKU005,Trà hoa cúc an thần,An thần,1,35400.0,9500,9500,0.0,0.0,25900.0,73.2
ORD00401,2026-06-23,Shopee,SKU003,Trà diếp cá rau má,Detox,2,82800.0,10500,21000,0.13,10764.0,51036.0,61.6
ORD00402,2026-06-24,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,2,101700.0,15000,30000,0.13,13221.0,58479.0,57.5
ORD00403,2026-06-24,Zalo/Fanpage,SKU003,Trà diếp cá rau má,Detox,2,79800.0,10500,21000,0.0,0.0,58800.0,73.7
ORD00404,2026-06-24,Đại lý,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,35800.0,9800,9800,0.0,0.0,26000.0,72.6
ORD00405,2026-06-24,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,3,164100.0,15000,45000,0.13,21333.0,97767.0,59.6
ORD00406,2026-06-24,Đại lý,SKU001,Trà atiso thanh lọc,Thanh lọc,2,69600.0,9000,18000,0.0,0.0,51600.0,74.1
ORD00407,2026-06-24,Shopee,SKU002,Trà lá nam sen ổi,Thanh lọc,1,32200.0,8500,8500,0.13,4186.0,19514.0,60.6
ORD00408,2026-06-24,Shopee,SKU003,Trà diếp cá rau má,Detox,2,77600.0,10500,21000,0.13,10088.0,46512.0,59.9
ORD00409,2026-06-24,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,52900.0,15000,15000,0.13,6877.0,31023.0,58.6
ORD00410,2026-06-24,Zalo/Fanpage,SKU006,Trà hoa đậu biếc,An thần,2,65300.0,8800,17600,0.0,0.0,47700.0,73.0
ORD00411,2026-06-24,Shopee,SKU003,Trà diếp cá rau má,Detox,1,38800.0,10500,10500,0.13,5044.0,23256.0,59.9
ORD00412,2026-06-24,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,2,102600.0,15000,30000,0.13,13338.0,59262.0,57.8
ORD00413,2026-06-24,Zalo/Fanpage,SKU006,Trà hoa đậu biếc,An thần,1,35000.0,8800,8800,0.0,0.0,26200.0,74.9
ORD00414,2026-06-24,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,2,67800.0,9800,19600,0.13,8814.0,39386.0,58.1
ORD00415,2026-06-24,Shopee,SKU001,Trà atiso thanh lọc,Thanh lọc,1,35700.0,9000,9000,0.13,4641.0,22059.0,61.8
ORD00416,2026-06-24,Shopee,SKU001,Trà atiso thanh lọc,Thanh lọc,3,107800.0,9000,27000,0.13,14014.0,66786.0,62.0
ORD00417,2026-06-24,Đại lý,SKU006,Trà hoa đậu biếc,An thần,3,94600.0,8800,26400,0.0,0.0,68200.0,72.1
ORD00418,2026-06-25,Shopee,SKU003,Trà diếp cá rau má,Detox,1,41900.0,10500,10500,0.13,5447.0,25953.0,61.9
ORD00419,2026-06-25,Đại lý,SKU006,Trà hoa đậu biếc,An thần,1,33200.0,8800,8800,0.0,0.0,24400.0,73.5
ORD00420,2026-06-25,Shopee,SKU003,Trà diếp cá rau má,Detox,1,39700.0,10500,10500,0.13,5161.0,24039.0,60.6
ORD00421,2026-06-25,TikTok Shop,SKU003,Trà diếp cá rau má,Detox,2,80700.0,10500,21000,0.16,12912.0,46788.0,58.0
ORD00422,2026-06-25,Zalo/Fanpage,SKU005,Trà hoa cúc an thần,An thần,2,77300.0,9500,19000,0.0,0.0,58300.0,75.4
ORD00423,2026-06-25,Shopee,SKU003,Trà diếp cá rau má,Detox,3,125900.0,10500,31500,0.13,16367.0,78033.0,62.0
ORD00424,2026-06-25,TikTok Shop,SKU006,Trà hoa đậu biếc,An thần,2,63100.0,8800,17600,0.16,10096.0,35404.0,56.1
ORD00425,2026-06-25,Đại lý,SKU006,Trà hoa đậu biếc,An thần,2,66000.0,8800,17600,0.0,0.0,48400.0,73.3
ORD00426,2026-06-25,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,2,63400.0,8500,17000,0.16,10144.0,36256.0,57.2
ORD00427,2026-06-25,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,2,70200.0,9800,19600,0.13,9126.0,41474.0,59.1
ORD00428,2026-06-25,Zalo/Fanpage,SKU007,Trà gừng mật ong,Giữ ấm,2,74900.0,11000,22000,0.0,0.0,52900.0,70.6
ORD00429,2026-06-25,Shopee,SKU003,Trà diếp cá rau má,Detox,3,119000.0,10500,31500,0.13,15470.0,72030.0,60.5
ORD00430,2026-06-25,Đại lý,SKU005,Trà hoa cúc an thần,An thần,1,38500.0,9500,9500,0.0,0.0,29000.0,75.3
ORD00431,2026-06-25,Shopee,SKU005,Trà hoa cúc an thần,An thần,2,72200.0,9500,19000,0.13,9386.0,43814.0,60.7
ORD00432,2026-06-25,TikTok Shop,SKU005,Trà hoa cúc an thần,An thần,1,37100.0,9500,9500,0.16,5936.0,21664.0,58.4
ORD00433,2026-06-25,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,33800.0,9800,9800,0.13,4394.0,19606.0,58.0
ORD00434,2026-06-25,TikTok Shop,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,36500.0,9800,9800,0.16,5840.0,20860.0,57.2
ORD00435,2026-06-25,TikTok Shop,SKU007,Trà gừng mật ong,Giữ ấm,1,37200.0,11000,11000,0.16,5952.0,20248.0,54.4
ORD00436,2026-06-26,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,1,32100.0,8500,8500,0.0,0.0,23600.0,73.5
ORD00437,2026-06-26,Shopee,SKU005,Trà hoa cúc an thần,An thần,2,77400.0,9500,19000,0.13,10062.0,48338.0,62.5
ORD00438,2026-06-26,TikTok Shop,SKU005,Trà hoa cúc an thần,An thần,1,37000.0,9500,9500,0.16,5920.0,21580.0,58.3
ORD00439,2026-06-26,Zalo/Fanpage,SKU006,Trà hoa đậu biếc,An thần,1,33000.0,8800,8800,0.0,0.0,24200.0,73.3
ORD00440,2026-06-26,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,2,62300.0,8500,17000,0.16,9968.0,35332.0,56.7
ORD00441,2026-06-26,Shopee,SKU005,Trà hoa cúc an thần,An thần,1,38600.0,9500,9500,0.13,5018.0,24082.0,62.4
ORD00442,2026-06-26,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,37000.0,9800,9800,0.13,4810.0,22390.0,60.5
ORD00443,2026-06-26,Shopee,SKU003,Trà diếp cá rau má,Detox,2,78300.0,10500,21000,0.13,10179.0,47121.0,60.2
ORD00444,2026-06-26,Shopee,SKU002,Trà lá nam sen ổi,Thanh lọc,2,60600.0,8500,17000,0.13,7878.0,35722.0,58.9
ORD00445,2026-06-26,Shopee,SKU003,Trà diếp cá rau má,Detox,2,85300.0,10500,21000,0.13,11089.0,53211.0,62.4
ORD00446,2026-06-26,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,36300.0,9800,9800,0.13,4719.0,21781.0,60.0
ORD00447,2026-06-26,Đại lý,SKU007,Trà gừng mật ong,Giữ ấm,1,40200.0,11000,11000,0.0,0.0,29200.0,72.6
ORD00448,2026-06-26,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,2,111800.0,15000,30000,0.16,17888.0,63912.0,57.2
ORD00449,2026-06-26,TikTok Shop,SKU001,Trà atiso thanh lọc,Thanh lọc,2,68300.0,9000,18000,0.16,10928.0,39372.0,57.6
ORD00450,2026-06-26,Đại lý,SKU002,Trà lá nam sen ổi,Thanh lọc,1,29600.0,8500,8500,0.0,0.0,21100.0,71.3
ORD00451,2026-06-26,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,3,164000.0,15000,45000,0.13,21320.0,97680.0,59.6
ORD00452,2026-06-26,Shopee,SKU001,Trà atiso thanh lọc,Thanh lọc,1,33900.0,9000,9000,0.13,4407.0,20493.0,60.5
ORD00453,2026-06-26,Zalo/Fanpage,SKU007,Trà gừng mật ong,Giữ ấm,2,76800.0,11000,22000,0.0,0.0,54800.0,71.4
ORD00454,2026-06-26,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,52800.0,15000,15000,0.13,6864.0,30936.0,58.6
ORD00455,2026-06-26,Shopee,SKU003,Trà diếp cá rau má,Detox,2,84300.0,10500,21000,0.13,10959.0,52341.0,62.1
ORD00456,2026-06-27,Zalo/Fanpage,SKU006,Trà hoa đậu biếc,An thần,2,63400.0,8800,17600,0.0,0.0,45800.0,72.2
ORD00457,2026-06-27,Đại lý,SKU004,Trà cà leo gai giảm cân,Detox,1,54000.0,15000,15000,0.0,0.0,39000.0,72.2
ORD00458,2026-06-27,Shopee,SKU002,Trà lá nam sen ổi,Thanh lọc,2,62500.0,8500,17000,0.13,8125.0,37375.0,59.8
ORD00459,2026-06-27,TikTok Shop,SKU001,Trà atiso thanh lọc,Thanh lọc,1,34900.0,9000,9000,0.16,5584.0,20316.0,58.2
ORD00460,2026-06-27,Zalo/Fanpage,SKU005,Trà hoa cúc an thần,An thần,1,37500.0,9500,9500,0.0,0.0,28000.0,74.7
ORD00461,2026-06-27,TikTok Shop,SKU003,Trà diếp cá rau má,Detox,2,80200.0,10500,21000,0.16,12832.0,46368.0,57.8
ORD00462,2026-06-27,Shopee,SKU005,Trà hoa cúc an thần,An thần,1,37400.0,9500,9500,0.13,4862.0,23038.0,61.6
ORD00463,2026-06-27,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,2,109800.0,15000,30000,0.16,17568.0,62232.0,56.7
ORD00464,2026-06-27,Shopee,SKU007,Trà gừng mật ong,Giữ ấm,1,38300.0,11000,11000,0.13,4979.0,22321.0,58.3
ORD00465,2026-06-27,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,55400.0,15000,15000,0.13,7202.0,33198.0,59.9
ORD00466,2026-06-27,Zalo/Fanpage,SKU006,Trà hoa đậu biếc,An thần,1,33500.0,8800,8800,0.0,0.0,24700.0,73.7
ORD00467,2026-06-27,Shopee,SKU005,Trà hoa cúc an thần,An thần,2,74700.0,9500,19000,0.13,9711.0,45989.0,61.6
ORD00468,2026-06-27,Zalo/Fanpage,SKU006,Trà hoa đậu biếc,An thần,1,33200.0,8800,8800,0.0,0.0,24400.0,73.5
ORD00469,2026-06-27,Zalo/Fanpage,SKU007,Trà gừng mật ong,Giữ ấm,2,74900.0,11000,22000,0.0,0.0,52900.0,70.6
ORD00470,2026-06-27,TikTok Shop,SKU001,Trà atiso thanh lọc,Thanh lọc,3,97900.0,9000,27000,0.16,15664.0,55236.0,56.4
ORD00471,2026-06-27,Shopee,SKU003,Trà diếp cá rau má,Detox,1,40500.0,10500,10500,0.13,5265.0,24735.0,61.1
ORD00472,2026-06-27,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,2,112300.0,15000,30000,0.13,14599.0,67701.0,60.3
ORD00473,2026-06-27,Zalo/Fanpage,SKU007,Trà gừng mật ong,Giữ ấm,1,39900.0,11000,11000,0.0,0.0,28900.0,72.4
ORD00474,2026-06-27,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,3,160500.0,15000,45000,0.16,25680.0,89820.0,56.0
ORD00475,2026-06-28,Shopee,SKU002,Trà lá nam sen ổi,Thanh lọc,2,61300.0,8500,17000,0.13,7969.0,36331.0,59.3
ORD00476,2026-06-28,Shopee,SKU006,Trà hoa đậu biếc,An thần,3,101500.0,8800,26400,0.13,13195.0,61905.0,61.0
ORD00477,2026-06-28,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,2,60200.0,8500,17000,0.0,0.0,43200.0,71.8
ORD00478,2026-06-28,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,56300.0,15000,15000,0.13,7319.0,33981.0,60.4
ORD00479,2026-06-28,Đại lý,SKU007,Trà gừng mật ong,Giữ ấm,3,113100.0,11000,33000,0.0,0.0,80100.0,70.8
ORD00480,2026-06-28,Zalo/Fanpage,SKU003,Trà diếp cá rau má,Detox,1,41200.0,10500,10500,0.0,0.0,30700.0,74.5
ORD00481,2026-06-28,Đại lý,SKU007,Trà gừng mật ong,Giữ ấm,1,37300.0,11000,11000,0.0,0.0,26300.0,70.5
ORD00482,2026-06-28,TikTok Shop,SKU003,Trà diếp cá rau má,Detox,2,84800.0,10500,21000,0.16,13568.0,50232.0,59.2
ORD00483,2026-06-28,Đại lý,SKU007,Trà gừng mật ong,Giữ ấm,1,37000.0,11000,11000,0.0,0.0,26000.0,70.3
ORD00484,2026-06-28,Đại lý,SKU001,Trà atiso thanh lọc,Thanh lọc,2,69500.0,9000,18000,0.0,0.0,51500.0,74.1
ORD00485,2026-06-28,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,2,60800.0,8500,17000,0.0,0.0,43800.0,72.0
ORD00486,2026-06-28,TikTok Shop,SKU003,Trà diếp cá rau má,Detox,1,41500.0,10500,10500,0.16,6640.0,24360.0,58.7
ORD00487,2026-06-28,TikTok Shop,SKU003,Trà diếp cá rau má,Detox,3,128500.0,10500,31500,0.16,20560.0,76440.0,59.5
ORD00488,2026-06-28,Shopee,SKU003,Trà diếp cá rau má,Detox,1,40500.0,10500,10500,0.13,5265.0,24735.0,61.1
ORD00489,2026-06-28,Zalo/Fanpage,SKU001,Trà atiso thanh lọc,Thanh lọc,1,32200.0,9000,9000,0.0,0.0,23200.0,72.0
ORD00490,2026-06-28,TikTok Shop,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,2,71400.0,9800,19600,0.16,11424.0,40376.0,56.5
ORD00491,2026-06-28,Zalo/Fanpage,SKU005,Trà hoa cúc an thần,An thần,3,107400.0,9500,28500,0.0,0.0,78900.0,73.5
ORD00492,2026-06-28,Đại lý,SKU003,Trà diếp cá rau má,Detox,3,116700.0,10500,31500,0.0,0.0,85200.0,73.0
ORD00493,2026-06-28,Zalo/Fanpage,SKU006,Trà hoa đậu biếc,An thần,1,33300.0,8800,8800,0.0,0.0,24500.0,73.6
ORD00494,2026-06-28,Zalo/Fanpage,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,34800.0,9800,9800,0.0,0.0,25000.0,71.8
ORD00495,2026-06-28,Zalo/Fanpage,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,37100.0,9800,9800,0.0,0.0,27300.0,73.6
ORD00496,2026-06-29,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,3,98500.0,8500,25500,0.0,0.0,73000.0,74.1
ORD00497,2026-06-29,Đại lý,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,34300.0,9800,9800,0.0,0.0,24500.0,71.4
ORD00498,2026-06-29,TikTok Shop,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,34200.0,9800,9800,0.16,5472.0,18928.0,55.3
ORD00499,2026-06-29,Đại lý,SKU005,Trà hoa cúc an thần,An thần,2,77400.0,9500,19000,0.0,0.0,58400.0,75.5
ORD00500,2026-06-29,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,51800.0,15000,15000,0.13,6734.0,30066.0,58.0
ORD00501,2026-06-29,Shopee,SKU002,Trà lá nam sen ổi,Thanh lọc,2,63400.0,8500,17000,0.13,8242.0,38158.0,60.2
ORD00502,2026-06-29,Zalo/Fanpage,SKU001,Trà atiso thanh lọc,Thanh lọc,1,35200.0,9000,9000,0.0,0.0,26200.0,74.4
ORD00503,2026-06-29,TikTok Shop,SKU006,Trà hoa đậu biếc,An thần,1,33600.0,8800,8800,0.16,5376.0,19424.0,57.8
ORD00504,2026-06-29,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,2,107400.0,15000,30000,0.16,17184.0,60216.0,56.1
ORD00505,2026-06-29,Shopee,SKU005,Trà hoa cúc an thần,An thần,1,39100.0,9500,9500,0.13,5083.0,24517.0,62.7
ORD00506,2026-06-29,TikTok Shop,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,34200.0,9800,9800,0.16,5472.0,18928.0,55.3
ORD00507,2026-06-29,Shopee,SKU006,Trà hoa đậu biếc,An thần,1,32400.0,8800,8800,0.13,4212.0,19388.0,59.8
ORD00508,2026-06-29,Zalo/Fanpage,SKU001,Trà atiso thanh lọc,Thanh lọc,3,100800.0,9000,27000,0.0,0.0,73800.0,73.2
ORD00509,2026-06-29,Shopee,SKU005,Trà hoa cúc an thần,An thần,2,72500.0,9500,19000,0.13,9425.0,44075.0,60.8
ORD00510,2026-06-29,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,3,165800.0,15000,45000,0.13,21554.0,99246.0,59.9
ORD00511,2026-06-29,TikTok Shop,SKU005,Trà hoa cúc an thần,An thần,1,36500.0,9500,9500,0.16,5840.0,21160.0,58.0
ORD00512,2026-06-30,Shopee,SKU002,Trà lá nam sen ổi,Thanh lọc,1,31000.0,8500,8500,0.13,4030.0,18470.0,59.6
ORD00513,2026-06-30,Đại lý,SKU004,Trà cà leo gai giảm cân,Detox,3,161800.0,15000,45000,0.0,0.0,116800.0,72.2
ORD00514,2026-06-30,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,3,166800.0,15000,45000,0.16,26688.0,95112.0,57.0
ORD00515,2026-06-30,Zalo/Fanpage,SKU006,Trà hoa đậu biếc,An thần,2,69100.0,8800,17600,0.0,0.0,51500.0,74.5
ORD00516,2026-06-30,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,3,158400.0,15000,45000,0.13,20592.0,92808.0,58.6
ORD00517,2026-06-30,Đại lý,SKU001,Trà atiso thanh lọc,Thanh lọc,2,71400.0,9000,18000,0.0,0.0,53400.0,74.8
ORD00518,2026-06-30,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,52600.0,15000,15000,0.13,6838.0,30762.0,58.5
ORD00519,2026-06-30,TikTok Shop,SKU002,Trà lá nam sen ổi,Thanh lọc,1,32000.0,8500,8500,0.16,5120.0,18380.0,57.4
ORD00520,2026-06-30,TikTok Shop,SKU007,Trà gừng mật ong,Giữ ấm,2,80700.0,11000,22000,0.16,12912.0,45788.0,56.7
ORD00521,2026-06-30,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,2,108000.0,15000,30000,0.16,17280.0,60720.0,56.2
ORD00522,2026-06-30,TikTok Shop,SKU005,Trà hoa cúc an thần,An thần,1,38000.0,9500,9500,0.16,6080.0,22420.0,59.0
ORD00523,2026-06-30,Shopee,SKU007,Trà gừng mật ong,Giữ ấm,3,113300.0,11000,33000,0.13,14729.0,65571.0,57.9
ORD00524,2026-06-30,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,3,153000.0,15000,45000,0.13,19890.0,88110.0,57.6
ORD00525,2026-07-01,Đại lý,SKU001,Trà atiso thanh lọc,Thanh lọc,2,64600.0,9000,18000,0.0,0.0,46600.0,72.1
ORD00526,2026-07-01,Shopee,SKU006,Trà hoa đậu biếc,An thần,3,104800.0,8800,26400,0.13,13624.0,64776.0,61.8
ORD00527,2026-07-01,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,2,106600.0,15000,30000,0.16,17056.0,59544.0,55.9
ORD00528,2026-07-01,Đại lý,SKU004,Trà cà leo gai giảm cân,Detox,1,54700.0,15000,15000,0.0,0.0,39700.0,72.6
ORD00529,2026-07-01,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,3,167400.0,15000,45000,0.16,26784.0,95616.0,57.1
ORD00530,2026-07-01,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,2,70400.0,9800,19600,0.13,9152.0,41648.0,59.2
ORD00531,2026-07-01,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,1,32100.0,8500,8500,0.0,0.0,23600.0,73.5
ORD00532,2026-07-01,Đại lý,SKU005,Trà hoa cúc an thần,An thần,3,111700.0,9500,28500,0.0,0.0,83200.0,74.5
ORD00533,2026-07-01,TikTok Shop,SKU007,Trà gừng mật ong,Giữ ấm,1,38800.0,11000,11000,0.16,6208.0,21592.0,55.6
ORD00534,2026-07-01,Shopee,SKU002,Trà lá nam sen ổi,Thanh lọc,3,96400.0,8500,25500,0.13,12532.0,58368.0,60.5
ORD00535,2026-07-02,Zalo/Fanpage,SKU004,Trà cà leo gai giảm cân,Detox,1,52100.0,15000,15000,0.0,0.0,37100.0,71.2
ORD00536,2026-07-02,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,2,108400.0,15000,30000,0.13,14092.0,64308.0,59.3
ORD00537,2026-07-02,Zalo/Fanpage,SKU001,Trà atiso thanh lọc,Thanh lọc,3,97100.0,9000,27000,0.0,0.0,70100.0,72.2
ORD00538,2026-07-02,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,51400.0,15000,15000,0.13,6682.0,29718.0,57.8
ORD00539,2026-07-02,Đại lý,SKU002,Trà lá nam sen ổi,Thanh lọc,3,94400.0,8500,25500,0.0,0.0,68900.0,73.0
ORD00540,2026-07-02,TikTok Shop,SKU006,Trà hoa đậu biếc,An thần,1,32200.0,8800,8800,0.16,5152.0,18248.0,56.7
ORD00541,2026-07-02,Zalo/Fanpage,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,2,68000.0,9800,19600,0.0,0.0,48400.0,71.2
ORD00542,2026-07-02,Shopee,SKU001,Trà atiso thanh lọc,Thanh lọc,2,71200.0,9000,18000,0.13,9256.0,43944.0,61.7
ORD00543,2026-07-02,Đại lý,SKU006,Trà hoa đậu biếc,An thần,2,66700.0,8800,17600,0.0,0.0,49100.0,73.6
ORD00544,2026-07-02,Shopee,SKU003,Trà diếp cá rau má,Detox,3,125200.0,10500,31500,0.13,16276.0,77424.0,61.8
ORD00545,2026-07-03,TikTok Shop,SKU005,Trà hoa cúc an thần,An thần,2,71200.0,9500,19000,0.16,11392.0,40808.0,57.3
ORD00546,2026-07-03,Shopee,SKU006,Trà hoa đậu biếc,An thần,2,64400.0,8800,17600,0.13,8372.0,38428.0,59.7
ORD00547,2026-07-03,Shopee,SKU007,Trà gừng mật ong,Giữ ấm,1,40300.0,11000,11000,0.13,5239.0,24061.0,59.7
ORD00548,2026-07-03,Đại lý,SKU005,Trà hoa cúc an thần,An thần,2,74600.0,9500,19000,0.0,0.0,55600.0,74.5
ORD00549,2026-07-03,Shopee,SKU003,Trà diếp cá rau má,Detox,1,40200.0,10500,10500,0.13,5226.0,24474.0,60.9
ORD00550,2026-07-03,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,51200.0,15000,15000,0.13,6656.0,29544.0,57.7
ORD00551,2026-07-03,Zalo/Fanpage,SKU002,Trà lá nam sen ổi,Thanh lọc,1,30800.0,8500,8500,0.0,0.0,22300.0,72.4
ORD00552,2026-07-03,TikTok Shop,SKU001,Trà atiso thanh lọc,Thanh lọc,1,32900.0,9000,9000,0.16,5264.0,18636.0,56.6
ORD00553,2026-07-03,Zalo/Fanpage,SKU007,Trà gừng mật ong,Giữ ấm,2,75500.0,11000,22000,0.0,0.0,53500.0,70.9
ORD00554,2026-07-03,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,1,36900.0,9800,9800,0.13,4797.0,22303.0,60.4
ORD00555,2026-07-03,Shopee,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,3,100800.0,9800,29400,0.13,13104.0,58296.0,57.8
ORD00556,2026-07-03,Đại lý,SKU005,Trà hoa cúc an thần,An thần,1,37900.0,9500,9500,0.0,0.0,28400.0,74.9
ORD00557,2026-07-03,Zalo/Fanpage,SKU004,Trà cà leo gai giảm cân,Detox,1,53900.0,15000,15000,0.0,0.0,38900.0,72.2
ORD00558,2026-07-03,Zalo/Fanpage,SKU004,Trà cà leo gai giảm cân,Detox,2,109000.0,15000,30000,0.0,0.0,79000.0,72.5
ORD00559,2026-07-03,Shopee,SKU003,Trà diếp cá rau má,Detox,2,81600.0,10500,21000,0.13,10608.0,49992.0,61.3
ORD00560,2026-07-03,Zalo/Fanpage,SKU007,Trà gừng mật ong,Giữ ấm,1,40800.0,11000,11000,0.0,0.0,29800.0,73.0
ORD00561,2026-07-03,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,2,111700.0,15000,30000,0.13,14521.0,67179.0,60.1
ORD00562,2026-07-03,Zalo/Fanpage,SKU001,Trà atiso thanh lọc,Thanh lọc,2,71600.0,9000,18000,0.0,0.0,53600.0,74.9
ORD00563,2026-07-03,TikTok Shop,SKU004,Trà cà leo gai giảm cân,Detox,1,51800.0,15000,15000,0.16,8288.0,28512.0,55.0
ORD00564,2026-07-03,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,53600.0,15000,15000,0.13,6968.0,31632.0,59.0
ORD00565,2026-07-03,TikTok Shop,SKU005,Trà hoa cúc an thần,An thần,1,38200.0,9500,9500,0.16,6112.0,22588.0,59.1
ORD00566,2026-07-03,TikTok Shop,SKU006,Trà hoa đậu biếc,An thần,3,99300.0,8800,26400,0.16,15888.0,57012.0,57.4
ORD00567,2026-07-04,Zalo/Fanpage,SKU003,Trà diếp cá rau má,Detox,1,42000.0,10500,10500,0.0,0.0,31500.0,75.0
ORD00568,2026-07-04,TikTok Shop,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,2,74100.0,9800,19600,0.16,11856.0,42644.0,57.5
ORD00569,2026-07-04,Đại lý,SKU005,Trà hoa cúc an thần,An thần,1,38900.0,9500,9500,0.0,0.0,29400.0,75.6
ORD00570,2026-07-04,TikTok Shop,SKU006,Trà hoa đậu biếc,An thần,2,63600.0,8800,17600,0.16,10176.0,35824.0,56.3
ORD00571,2026-07-04,TikTok Shop,SKU001,Trà atiso thanh lọc,Thanh lọc,1,32200.0,9000,9000,0.16,5152.0,18048.0,56.0
ORD00572,2026-07-04,TikTok Shop,SKU003,Trà diếp cá rau má,Detox,2,83200.0,10500,21000,0.16,13312.0,48888.0,58.8
ORD00573,2026-07-04,Đại lý,SKU008,Trà mâm xôi vitamin,Bổ sung dưỡng chất,3,105200.0,9800,29400,0.0,0.0,75800.0,72.1
ORD00574,2026-07-04,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,1,50700.0,15000,15000,0.13,6591.0,29109.0,57.4
ORD00575,2026-07-04,Zalo/Fanpage,SKU005,Trà hoa cúc an thần,An thần,1,35000.0,9500,9500,0.0,0.0,25500.0,72.9
ORD00576,2026-07-04,Zalo/Fanpage,SKU006,Trà hoa đậu biếc,An thần,1,31700.0,8800,8800,0.0,0.0,22900.0,72.2
ORD00577,2026-07-04,Shopee,SKU002,Trà lá nam sen ổi,Thanh lọc,1,31600.0,8500,8500,0.13,4108.0,18992.0,60.1
ORD00578,2026-07-04,Shopee,SKU003,Trà diếp cá rau má,Detox,2,78000.0,10500,21000,0.13,10140.0,46860.0,60.1
ORD00579,2026-07-04,Đại lý,SKU005,Trà hoa cúc an thần,An thần,1,39100.0,9500,9500,0.0,0.0,29600.0,75.7
ORD00580,2026-07-04,Shopee,SKU005,Trà hoa cúc an thần,An thần,1,37700.0,9500,9500,0.13,4901.0,23299.0,61.8
ORD00581,2026-07-04,Zalo/Fanpage,SKU007,Trà gừng mật ong,Giữ ấm,1,38600.0,11000,11000,0.0,0.0,27600.0,71.5
ORD00582,2026-07-04,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,3,152000.0,15000,45000,0.13,19760.0,87240.0,57.4
ORD00583,2026-07-04,Shopee,SKU004,Trà cà leo gai giảm cân,Detox,2,109000.0,15000,30000,0.13,14170.0,64830.0,59.5
ORD00584,2026-07-05,TikTok Shop,SKU007,Trà gừng mật ong,Giữ ấm,1,40700.0,11000,11000,0.16,6512.0,23188.0,57.0
